Folder1	Folder2	Night	Label	Number
cell-21	20150720	2015/07/20	NOID	14
cell-21	20150720	2015/07/20	NYHU	5
cell-21	20150720	2015/07/20	PESU	4
cell-21	20150720	2015/07/20	TABR	2
cell-21	20150722	2015/07/22	EPFU	10
cell-21	20150722	2015/07/22	LABO	14
cell-21	20150722	2015/07/22	LANO	2
cell-21	20150722	2015/07/22	NOID	9
cell-21	20150722	2015/07/22	NYHU	8
cell-21	20150722	2015/07/22	PESU	2
cell-21	20150722	2015/07/22	TABR	1
cell-21	20150722	2015/07/22	foraging	2
cell-22	20150630	2015/06/30	LABO	5
cell-22	20150630	2015/06/30	NOID	10
cell-22	20150630	2015/06/30	NYHU	19
cell-22	20150630	2015/06/30	PESU	3
cell-22	20150630	2015/06/30	TABR	2
cell-22	20150630	2015/06/30	social	1
cell-22	20150701	2015/07/01	EPFU	1
cell-22	20150701	2015/07/01	LABO	8
cell-22	20150701	2015/07/01	NOID	12
cell-22	20150701	2015/07/01	NYHU	34
cell-22	20150701	2015/07/01	TABR	4
cell-22	20150701	2015/07/01	foraging	2
cell-23	20150727	2015/07/27	LABO	6
cell-23	20150727	2015/07/27	LAIN	1
cell-23	20150727	2015/07/27	LANO	3
cell-23	20150727	2015/07/27	NOID	23
cell-23	20150727	2015/07/27	NYHU	6
cell-23	20150727	2015/07/27	PESU	6
cell-23	20150727	2015/07/27	TABR	2
cell-23	20150728	2015/07/28	EPFU	1
cell-23	20150728	2015/07/28	LABO	3
cell-23	20150728	2015/07/28	LAIN	2
cell-23	20150728	2015/07/28	LANO	3
cell-23	20150728	2015/07/28	NOID	27
cell-23	20150728	2015/07/28	NYHU	13
cell-23	20150728	2015/07/28	PESU	6
cell-23	20150728	2015/07/28	TABR	1
cell-24	20150609	2015/06/09	LABO	19
cell-24	20150609	2015/06/09	NOID	11
cell-24	20150609	2015/06/09	NYHU	6
cell-24	20150609	2015/06/09	TABR	1
cell-24	20150609	2015/06/09	social	2
cell-24	20150618	2015/06/18	LABO	9
cell-24	20150618	2015/06/18	LANO	1
cell-24	20150618	2015/06/18	NOID	10
cell-24	20150618	2015/06/18	NYHU	7
cell-24	20150618	2015/06/18	foraging	2
cell-26	20150725	2015/07/25	EPFU	4
cell-26	20150725	2015/07/25	LABO	12
cell-26	20150725	2015/07/25	LANO	4
cell-26	20150725	2015/07/25	NOID	13
cell-26	20150725	2015/07/25	NYHU	5
cell-26	20150725	2015/07/25	PESU	3
cell-26	20150725	2015/07/25	foraging	2
cell-27	20150706	2015/07/06	LABO	5
cell-27	20150706	2015/07/06	NOID	17
cell-27	20150706	2015/07/06	NYHU	7
cell-27	20150706	2015/07/06	PESU	1
cell-27	20150708	2015/07/08	EPFU	1
cell-27	20150708	2015/07/08	LABO	7
cell-27	20150708	2015/07/08	NOID	13
cell-27	20150708	2015/07/08	NYHU	15
cell-27	20150708	2015/07/08	PESU	7
cell-29	20150608	2015/06/08	LABO	2
cell-29	20150608	2015/06/08	MYSPP	1
cell-29	20150608	2015/06/08	NOID	3
cell-29	20150608	2015/06/08	NYHU	2
cell-29	20150608	2015/06/08	PESU	3
cell-29	20150609	2015/06/09	LABO	2
cell-29	20150609	2015/06/09	MYSPP	1
cell-29	20150609	2015/06/09	NOID	7
cell-29	20150609	2015/06/09	NYHU	4
cell-29	20150609	2015/06/09	PESU	2
cell-2	20150617	2015/06/17	EPFU	2
cell-2	20150617	2015/06/17	LABO	11
cell-2	20150617	2015/06/17	LANO	2
cell-2	20150617	2015/06/17	NOID	9
cell-2	20150617	2015/06/17	NYHU	26
cell-2	20150617	2015/06/17	social	1
cell-2	20150619	2015/06/19	EPFU	7
cell-2	20150619	2015/06/19	LABO	4
cell-2	20150619	2015/06/19	LACI	1
cell-2	20150619	2015/06/19	LANO	4
cell-2	20150619	2015/06/19	MYSPP	1
cell-2	20150619	2015/06/19	NOID	14
cell-2	20150619	2015/06/19	NYHU	13
cell-2	20150619	2015/06/19	foraging	3
cell-30	20150726	2015/07/26	EPFU	13
cell-30	20150726	2015/07/26	LABO	10
cell-30	20150726	2015/07/26	LANO	18
cell-30	20150726	2015/07/26	MYSPP	1
cell-30	20150726	2015/07/26	NOID	24
cell-30	20150726	2015/07/26	NYHU	21
cell-30	20150726	2015/07/26	PESU	5
cell-30	20150726	2015/07/26	TABR	4
cell-30	20150726	2015/07/26	foraging	1
cell-30	20150731	2015/07/31	EPFU	6
cell-30	20150731	2015/07/31	LABO	8
cell-30	20150731	2015/07/31	LACI	1
cell-30	20150731	2015/07/31	LANO	6
cell-30	20150731	2015/07/31	NOID	24
cell-30	20150731	2015/07/31	NYHU	10
cell-30	20150731	2015/07/31	PESU	2
cell-30	20150731	2015/07/31	TABR	3
cell-31	20150721	2015/07/21	LABO	9
cell-31	20150721	2015/07/21	LAIN	1
cell-31	20150721	2015/07/21	MYSPP	3
cell-31	20150721	2015/07/21	NOID	12
cell-31	20150721	2015/07/21	NYHU	6
cell-31	20150721	2015/07/21	PESU	3
cell-31	20150721	2015/07/21	TABR	1
cell-31	20150724	2015/07/24	LABO	5
cell-31	20150724	2015/07/24	LAIN	3
cell-31	20150724	2015/07/24	LANO	2
cell-31	20150724	2015/07/24	NOID	12
cell-31	20150724	2015/07/24	NYHU	3
cell-31	20150724	2015/07/24	PESU	6
cell-31	20150724	2015/07/24	foraging	2
cell-31	20150724	2015/07/24	social	1
cell-32	20150718	2015/07/18	EPFU	3
cell-32	20150718	2015/07/18	LABO	12
cell-32	20150718	2015/07/18	MYSPP	3
cell-32	20150718	2015/07/18	NOID	15
cell-32	20150718	2015/07/18	NYHU	11
cell-32	20150718	2015/07/18	PESU	3
cell-32	20150718	2015/07/18	foraging	2
cell-32	20150721	2015/07/21	EPFU	2
cell-32	20150721	2015/07/21	LABO	15
cell-32	20150721	2015/07/21	LANO	2
cell-32	20150721	2015/07/21	NOID	30
cell-32	20150721	2015/07/21	NYHU	5
cell-32	20150721	2015/07/21	PESU	3
cell-32	20150721	2015/07/21	foraging	1
cell-33	20150714	2015/07/14	EPFU	3
cell-33	20150714	2015/07/14	LABO	18
cell-33	20150714	2015/07/14	LANO	1
cell-33	20150714	2015/07/14	MYSPP	1
cell-33	20150714	2015/07/14	NOID	31
cell-33	20150714	2015/07/14	NYHU	6
cell-33	20150714	2015/07/14	PESU	11
cell-33	20150714	2015/07/14	TABR	1
cell-33	20150714	2015/07/14	foraging	2
cell-33	20150716	2015/07/16	EPFU	9
cell-33	20150716	2015/07/16	LABO	15
cell-33	20150716	2015/07/16	LANO	1
cell-33	20150716	2015/07/16	MYSPP	3
cell-33	20150716	2015/07/16	NOID	40
cell-33	20150716	2015/07/16	NYHU	6
cell-33	20150716	2015/07/16	PESU	3
cell-33	20150716	2015/07/16	social	1
cell-37	20150618	2015/06/18	LABO	6
cell-37	20150618	2015/06/18	LANO	2
cell-37	20150618	2015/06/18	NOID	21
cell-37	20150618	2015/06/18	NYHU	9
cell-37	20150618	2015/06/18	PESU	6
cell-37	20150618	2015/06/18	TABR	1
cell-37	20150618	2015/06/18	foraging	1
cell-37	20150618	2015/06/18	social	1
cell-37	20150620	2015/06/20	LABO	5
cell-37	20150620	2015/06/20	LANO	3
cell-37	20150620	2015/06/20	NOID	7
cell-37	20150620	2015/06/20	NYHU	31
cell-37	20150620	2015/06/20	PESU	8
cell-37	20150620	2015/06/20	TABR	1
cell-37	20150620	2015/06/20	foraging	1
cell-37	20150620	2015/06/20	social	1
cell-3	20150711	2015/07/11	LABO	20
cell-3	20150711	2015/07/11	MYSPP	1
cell-3	20150711	2015/07/11	NOID	17
cell-3	20150711	2015/07/11	NYHU	12
cell-3	20150711	2015/07/11	PESU	9
cell-3	20150711	2015/07/11	foraging	2
cell-3	20150712	2015/07/12	LABO	20
cell-3	20150712	2015/07/12	LANO	5
cell-3	20150712	2015/07/12	MYSPP	1
cell-3	20150712	2015/07/12	NOID	31
cell-3	20150712	2015/07/12	NYHU	15
cell-3	20150712	2015/07/12	PESU	12
cell-3	20150712	2015/07/12	foraging	3
cell-42	20150623	2015/06/23	EPFU	13
cell-42	20150623	2015/06/23	LABO	2
cell-42	20150623	2015/06/23	LANO	4
cell-42	20150623	2015/06/23	MYSPP	3
cell-42	20150623	2015/06/23	NOID	18
cell-42	20150623	2015/06/23	NYHU	2
cell-42	20150623	2015/06/23	TABR	3
cell-42	20150625	2015/06/25	EPFU	6
cell-42	20150625	2015/06/25	LABO	8
cell-42	20150625	2015/06/25	LACI	1
cell-42	20150625	2015/06/25	LANO	5
cell-42	20150625	2015/06/25	MYSPP	1
cell-42	20150625	2015/06/25	NOID	13
cell-42	20150625	2015/06/25	NYHU	3
cell-42	20150625	2015/06/25	TABR	1
cell-42	20150625	2015/06/25	foraging	1
cell-44	20150715	2015/07/15	EPFU	13
cell-44	20150715	2015/07/15	LABO	6
cell-44	20150715	2015/07/15	LACI	3
cell-44	20150715	2015/07/15	LANO	7
cell-44	20150715	2015/07/15	MYSPP	1
cell-44	20150715	2015/07/15	NOID	17
cell-44	20150715	2015/07/15	NYHU	3
cell-44	20150715	2015/07/15	TABR	2
cell-44	20150719	2015/07/19	EPFU	5
cell-44	20150719	2015/07/19	LABO	1
cell-44	20150719	2015/07/19	LACI	2
cell-44	20150719	2015/07/19	LANO	3
cell-44	20150719	2015/07/19	NOID	14
cell-44	20150719	2015/07/19	NYHU	6
cell-44	20150719	2015/07/19	TABR	2
cell-47	20150723	2015/07/23	EPFU	2
cell-47	20150723	2015/07/23	LABO	38
cell-47	20150723	2015/07/23	MYSPP	1
cell-47	20150723	2015/07/23	NOID	60
cell-47	20150723	2015/07/23	NYHU	16
cell-47	20150723	2015/07/23	PESU	14
cell-47	20150723	2015/07/23	foraging	7
cell-47	20150724	2015/07/24	EPFU	2
cell-47	20150724	2015/07/24	LABO	33
cell-47	20150724	2015/07/24	LANO	2
cell-47	20150724	2015/07/24	MYSPP	1
cell-47	20150724	2015/07/24	NOID	55
cell-47	20150724	2015/07/24	NYHU	17
cell-47	20150724	2015/07/24	PESU	11
cell-47	20150724	2015/07/24	foraging	3
cell-47	20150724	2015/07/24	social	1
cell-5	20150626	2015/06/26	EPFU	5
cell-5	20150626	2015/06/26	LABO	1
cell-5	20150626	2015/06/26	LACI	2
cell-5	20150626	2015/06/26	LANO	1
cell-5	20150626	2015/06/26	NOID	10
cell-5	20150626	2015/06/26	NYHU	2
cell-5	20150626	2015/06/26	PESU	1
cell-5	20150627	2015/06/27	EPFU	4
cell-5	20150627	2015/06/27	LABO	5
cell-5	20150627	2015/06/27	LACI	1
cell-5	20150627	2015/06/27	LANO	3
cell-5	20150627	2015/06/27	NOID	10
cell-5	20150627	2015/06/27	NYHU	1
cell-5	20150627	2015/06/27	PESU	1
cell-5	20150627	2015/06/27	foraging	1
cell-6	20150622	2015/06/22	EPFU	6
cell-6	20150622	2015/06/22	LABO	2
cell-6	20150622	2015/06/22	LACI	5
cell-6	20150622	2015/06/22	LANO	3
cell-6	20150622	2015/06/22	NOID	10
cell-6	20150622	2015/06/22	NYHU	1
cell-6	20150622	2015/06/22	PESU	2
cell-6	20150622	2015/06/22	TABR	3
cell-6	20150622	2015/06/22	foraging	1
cell-6	20150623	2015/06/23	EPFU	15
cell-6	20150623	2015/06/23	LABO	3
cell-6	20150623	2015/06/23	LACI	5
cell-6	20150623	2015/06/23	LANO	3
cell-6	20150623	2015/06/23	NOID	8
cell-6	20150623	2015/06/23	NYHU	4
cell-6	20150623	2015/06/23	PESU	3
cell-6	20150623	2015/06/23	TABR	2
cell-7	20150601	2015/06/01	EPFU	1
cell-7	20150601	2015/06/01	LABO	7
cell-7	20150601	2015/06/01	NOID	8
cell-7	20150601	2015/06/01	NYHU	1
cell-7	20150601	2015/06/01	PESU	1
cell-7	20150601	2015/06/01	social	1
cell-7	20150603	2015/06/03	LABO	8
cell-7	20150603	2015/06/03	LACI	1
cell-7	20150603	2015/06/03	NOID	11
cell-7	20150603	2015/06/03	NYHU	5
cell-7	20150603	2015/06/03	foraging	1
cell-84	20150624	2015/06/24	EPFU	4
cell-84	20150624	2015/06/24	LABO	3
cell-84	20150624	2015/06/24	LACI	3
cell-84	20150624	2015/06/24	LANO	2
cell-84	20150624	2015/06/24	MYSPP	2
cell-84	20150624	2015/06/24	NOID	8
cell-84	20150624	2015/06/24	NYHU	5
cell-84	20150624	2015/06/24	PESU	2
cell-84	20150625	2015/06/25	EPFU	2
cell-84	20150625	2015/06/25	LABO	8
cell-84	20150625	2015/06/25	LACI	2
cell-84	20150625	2015/06/25	LANO	2
cell-84	20150625	2015/06/25	MYSPP	2
cell-84	20150625	2015/06/25	NOID	7
cell-84	20150625	2015/06/25	NYHU	4
cell-84	20150625	2015/06/25	PESU	2
cell-84	20150625	2015/06/25	foraging	1
cell-9	20150730	2015/07/30	LABO	10
cell-9	20150730	2015/07/30	MYSPP	1
cell-9	20150730	2015/07/30	NOID	18
cell-9	20150730	2015/07/30	NYHU	3
cell-9	20150730	2015/07/30	PESU	1
cell-9	20150731	2015/07/31	LABO	15
cell-9	20150731	2015/07/31	LACI	1
cell-9	20150731	2015/07/31	LANO	1
cell-9	20150731	2015/07/31	MYSPP	2
cell-9	20150731	2015/07/31	NOID	30
cell-9	20150731	2015/07/31	NYHU	13
cell-9	20150731	2015/07/31	PESU	6
cell-9	20150731	2015/07/31	foraging	1
cell-9	20150731	2015/07/31	social	1
