"Time","Frequency"
899644,37735
899726,37914
899809,48484
899894,47619
900008,40201
900093,40201
900174,48192
900258,48484
900346,46511
900432,45977
900542,40816
900628,40816
900713,46783
900798,47058
900908,41025
901017,36529
901103,41025
901187,47058
901272,47337
901356,47337
901439,47904
901526,47058
901613,45977
901697,46783
901832,36529
901917,36363
902002,47058
902116,40201
902194,41666
902297,44198
902408,37383
902489,41666
902578,47058
902661,46511
902745,47904
902827,48192
902908,49079
902993,48192
903080,46511
903161,47619
903256,45454
903341,44444
903426,47058
903512,46783
903599,46242
903690,44943
903778,44692
903904,37383
904102,24691
904181,28880
904257,51612
904353,46511
904452,41025
904539,43010
904621,47337
904709,47058
904790,47337
904972,30418
905054,30303
905141,47337
905225,46783
905313,46511
905397,46511
905484,46783
905570,46242
905656,46511
905886,25316
905969,25559
906053,47904
906135,48192
906219,48192
906301,48192
906409,42105
906512,37914
906595,43010
906679,47904
906763,47619
906849,47058
906935,46511
907017,47619
907229,27210
907312,27118
907443,37383
907519,38647
907599,51282
907706,42780
907857,31007
907963,31128
908046,42328
908129,48192
908214,47619
908303,45977
908386,46511
908498,41025
908582,40816
908738,33333
908848,30075
908973,34042
909144,27027
909256,28268
909336,41666
909420,48780
909503,47904
909655,34042
909738,34042
909824,47337
909996,31007
910081,31128
910213,36866
910344,30418
910495,28368
910585,33195
910668,46242
910752,47904
910878,38095
911099,23054
911182,26315
911265,48192
911441,30888
911616,22792
911698,31128
911784,47619
912150,17699
912344,14285
912451,26578
912533,42328
912690,33472
912773,33333
912881,41884
912965,41666
913175,27210
914024,7554
914150,8205
914375,22792
914476,24539
914897,15325
915249,10349
915484,13628
915734,16494
917019,5211
918057,NA
918583,5115
919019,8316
919407,9708
919713,11527
920315,8810
922840,NA
924400,NA
929091,NA
1008311,NA
1008363,NA
1008419,74074
1008475,71428
1008532,70796
1008591,68965
1008652,66666
1008714,65040
1008777,64000
1008843,62015
1008910,60150
1008979,58823
1009049,57553
1009120,56737
1009192,55944
1009265,55172
1009338,54794
1009412,54421
1009488,53333
1009564,52631
1009640,52631
1009718,51948
1009796,51282
1009875,50955
1009954,50632
1010034,50314
1010114,50000
1010194,50000
1010275,49689
1010356,49382
1010438,49079
1010520,48780
1010603,48484
1010685,48484
1010769,48192
1010853,47619
1010936,47904
1011020,47904
1011105,47337
1011190,47058
1011275,47058
1011360,47058
1011445,47058
1011530,47058
1011616,46783
1011701,46783
1011787,46783
1011873,46511
1011959,46511
1012045,46511
1012131,46511
1012217,46511
1012303,46511
1012390,46242
1012476,46242
1012563,46242
1012649,46242
1012736,46242
1012822,46242
1012909,46242
1012996,45977
1013082,46242
1013169,46242
1013256,45977
1013344,45714
1013431,45714
1013517,46242
1013604,46242
1013691,45977
1013777,46242
1013864,46242
1013952,45714
1014040,45454
1014128,45454
1014214,45977
1014302,45977
1014385,46783
1014474,46511
1014583,40404
1014713,33472
1014910,24464
1015131,19138
1015238,24390
1015364,34334
1015435,40609
1015526,49382
1015604,47337
1015712,43010
1015785,44198
1015901,42328
1015981,40816
1016064,49079
1016163,43956
1016264,40000
1016342,44692
1016422,50632
1016500,50632
1016578,51282
1016648,54054
1016732,51948
1016816,47619
1016896,48780
1016982,48192
1017064,47619
1017149,47904
1017231,47904
1017313,48780
1017393,49382
1017462,53691
1017550,50955
1017636,45977
1017719,47337
1017804,47619
1017886,47904
1017973,47337
1018058,46511
1018142,47337
1018222,48780
1018301,50314
1018383,49689
1018462,49689
1018534,52980
1018620,50632
1018703,47337
1018793,46242
1018875,46511
1018964,46783
1019051,45454
1019140,45454
1019224,46242
1019311,46783
1019396,46511
1019483,46511
1019566,47058
1019654,46783
1019738,46511
1019826,46511
1019912,45977
1019996,47058
1020083,46783
1020167,46783
1020251,47619
1020335,47619
1020418,47904
1020505,47058
1020586,47619
1020671,48192
1020753,47904
1020837,48192
1020926,46242
1021011,45977
1021094,47619
1021171,50000
1021250,51282
1021332,49689
1021418,47619
1021528,40816
1021610,41666
1021690,49382
1021765,51612
1021843,52287
1021916,52980
1022004,49689
1022086,47058
1022172,47619
1022256,47058
1022345,46242
1022425,47337
1022522,45197
1022605,44444
1022690,47619
1022775,47058
1022861,46783
1022947,46511
1023030,47337
1023117,47058
1023256,35398
1023341,35714
1023423,47904
1023510,47337
1023593,47058
1023680,47058
1023760,47904
1023903,35874
1023984,35714
1024069,48192
1024152,47619
1024239,47058
1024322,47058
1024406,47904
1024490,47619
1024574,47619
1024659,47337
1024793,36529
1024876,36866
