Folder1	Folder2	Night	Label	Number
cell-33	20160630	2016/06/30	foraging	1
cell-33	20160702	2016/07/02	LABO	7
cell-33	20160702	2016/07/02	LANO	2
cell-33	20160702	2016/07/02	Myotis	1
cell-33	20160702	2016/07/02	NOID	2
cell-33	20160702	2016/07/02	NYHU	1
cell-33	20160702	2016/07/02	PESU	2
cell-33	20160702	2016/07/02	TABR	1
cell-37	20160613	2016/06/13	LABO	23
cell-37	20160613	2016/06/13	LACI	1
cell-37	20160613	2016/06/13	LANO	2
cell-37	20160613	2016/06/13	NOID	1
cell-37	20160613	2016/06/13	NYHU	3
cell-37	20160613	2016/06/13	PESU	1
cell-37	20160614	2016/06/14	LABO	9
cell-37	20160614	2016/06/14	NOID	1
cell-37	20160614	2016/06/14	NYHU	3
cell-37	20160614	2016/06/14	TABR	2
cell-39	20160624	2016/06/24	EPFU	1
cell-39	20160624	2016/06/24	LABO	8
cell-39	20160624	2016/06/24	LANO	3
cell-39	20160624	2016/06/24	NOID	4
cell-39	20160624	2016/06/24	NYHU	9
cell-39	20160624	2016/06/24	PESU	3
cell-39	20160625	2016/06/25	LABO	1
cell-39	20160625	2016/06/25	LACI	2
cell-39	20160625	2016/06/25	LANO	2
cell-39	20160625	2016/06/25	NOID	4
cell-39	20160625	2016/06/25	PESU	1
cell-3	20160712	2016/07/12	LABO	14
cell-3	20160712	2016/07/12	LANO	1
cell-3	20160712	2016/07/12	NOID	11
cell-3	20160712	2016/07/12	NYHU	6
cell-3	20160712	2016/07/12	PESU	10
cell-3	20160712	2016/07/12	foraging	2
cell-3	20160713	2016/07/13	LABO	19
cell-3	20160713	2016/07/13	NOID	14
cell-3	20160713	2016/07/13	NYHU	8
cell-3	20160713	2016/07/13	PESU	6
cell-42	20160629	2016/06/29	EPFU	6
cell-42	20160629	2016/06/29	LABO	14
cell-42	20160629	2016/06/29	LACI	1
cell-42	20160629	2016/06/29	LANO	5
cell-42	20160629	2016/06/29	Myotis	1
cell-42	20160629	2016/06/29	NOID	7
cell-42	20160629	2016/06/29	NYHU	3
cell-42	20160629	2016/06/29	PESU	2
cell-42	20160701	2756/06/10	EPFU	13
cell-42	20160701	2756/06/10	LABO	3
cell-42	20160701	2756/06/10	LACI	4
cell-42	20160701	2756/06/10	LANO	3
cell-42	20160701	2756/06/10	NOID	3
cell-42	20160701	2756/06/10	NYHU	4
cell-42	20160701	2756/06/10	PESU	6
cell-42	20160701	2756/06/10	TABR	1
cell-42	20160701	2756/06/10	foraging	3
cell-44	20160727	2016/07/27	EPFU	14
cell-44	20160727	2016/07/27	LABO	3
cell-44	20160727	2016/07/27	LACI	1
cell-44	20160727	2016/07/27	LANO	5
cell-44	20160727	2016/07/27	Myotis	1
cell-44	20160727	2016/07/27	NOID	8
cell-44	20160727	2016/07/27	NYHU	2
cell-44	20160727	2016/07/27	PESU	1
cell-44	20160727	2016/07/27	TABR	7
cell-47	20160703	2016/07/03	EPFU	2
cell-47	20160703	2016/07/03	LABO	25
cell-47	20160703	2016/07/03	LANO	1
cell-47	20160703	2016/07/03	NOID	9
cell-47	20160703	2016/07/03	NYHU	12
cell-47	20160703	2016/07/03	PESU	10
cell-47	20160703	2016/07/03	foraging	1
cell-47	20160710	2016/07/10	EPFU	2
cell-47	20160710	2016/07/10	LABO	17
cell-47	20160710	2016/07/10	LANO	1
cell-47	20160710	2016/07/10	Myotis	3
cell-47	20160710	2016/07/10	NOID	15
cell-47	20160710	2016/07/10	NYHU	32
cell-47	20160710	2016/07/10	PESU	15
cell-47	20160710	2016/07/10	foraging	5
cell-52	20160728	2016/07/28	EPFU	11
cell-52	20160728	2016/07/28	LABO	14
cell-52	20160728	2016/07/28	LACI	1
cell-52	20160728	2016/07/28	LANO	5
cell-52	20160728	2016/07/28	Myotis	1
cell-52	20160728	2016/07/28	NOID	27
cell-52	20160728	2016/07/28	NYHU	14
cell-52	20160728	2016/07/28	PESU	8
cell-52	20160728	2016/07/28	foraging	1
cell-52	20160730	2016/07/30	EPFU	8
cell-52	20160730	2016/07/30	LABO	28
cell-52	20160730	2016/07/30	Myotis	2
cell-52	20160730	2016/07/30	NOID	23
cell-52	20160730	2016/07/30	NYHU	16
cell-52	20160730	2016/07/30	PESU	18
cell-52	20160730	2016/07/30	foraging	2
cell-53	20160714	2016/07/14	LABO	18
cell-53	20160714	2016/07/14	LANO	1
cell-53	20160714	2016/07/14	NOID	8
cell-53	20160714	2016/07/14	NYHU	14
cell-53	20160714	2016/07/14	PESU	6
cell-53	20160715	2016/07/15	EPFU	3
cell-53	20160715	2016/07/15	LABO	18
cell-53	20160715	2016/07/15	LANO	2
cell-53	20160715	2016/07/15	Myotis	2
cell-53	20160715	2016/07/15	NOID	13
cell-53	20160715	2016/07/15	NYHU	17
cell-53	20160715	2016/07/15	PESU	9
cell-53	20160715	2016/07/15	foraging	1
cell-53	20160715	2016/07/15	q	1
cell-54	20160718	2016/07/18	EPFU	2
cell-54	20160718	2016/07/18	LABO	12
cell-54	20160718	2016/07/18	LANO	3
cell-54	20160718	2016/07/18	NOID	12
cell-54	20160718	2016/07/18	NYHU	12
cell-54	20160718	2016/07/18	PESU	9
cell-54	20160718	2016/07/18	TABR	2
cell-54	20160723	2016/07/23	EPFU	6
cell-54	20160723	2016/07/23	LABO	15
cell-54	20160723	2016/07/23	LANO	1
cell-54	20160723	2016/07/23	Myotis	1
cell-54	20160723	2016/07/23	NOID	10
cell-54	20160723	2016/07/23	NYHU	18
cell-54	20160723	2016/07/23	PESU	10
cell-54	20160723	2016/07/23	TABR	1
cell-59	20160718	2016/07/18	EPFU	1
cell-59	20160718	2016/07/18	LABO	15
cell-59	20160718	2016/07/18	LANO	6
cell-59	20160718	2016/07/18	NOID	19
cell-59	20160718	2016/07/18	NYHU	12
cell-59	20160718	2016/07/18	PESU	7
cell-59	20160720	2016/07/20	EPFU	2
cell-59	20160720	2016/07/20	LABO	16
cell-59	20160720	2016/07/20	LANO	3
cell-59	20160720	2016/07/20	Myotis	3
cell-59	20160720	2016/07/20	NOID	11
cell-59	20160720	2016/07/20	NYHU	13
cell-59	20160720	2016/07/20	PESU	4
cell-59	20160720	2016/07/20	TABR	2
cell-5	20160629	2016/06/29	EPFU	7
cell-5	20160629	2016/06/29	LABO	11
cell-5	20160629	2016/06/29	LACI	2
cell-5	20160629	2016/06/29	LANO	2
cell-5	20160629	2016/06/29	NOID	5
cell-5	20160629	2016/06/29	NYHU	5
cell-5	20160629	2016/06/29	PESU	3
cell-5	20160629	2016/06/29	foraging	3
cell-5	20160701	2016/07/01	EPFU	3
cell-5	20160701	2016/07/01	LABO	11
cell-5	20160701	2016/07/01	LANO	1
cell-5	20160701	2016/07/01	Myotis	2
cell-5	20160701	2016/07/01	NOID	3
cell-5	20160701	2016/07/01	NYHU	4
cell-5	20160701	2016/07/01	PESU	2
cell-5	20160701	2016/07/01	TABR	2
cell-65	20160621	2016/06/21	LABO	3
cell-65	20160621	2016/06/21	Myotis	1
cell-65	20160621	2016/06/21	NOID	7
cell-65	20160621	2016/06/21	NYHU	2
cell-65	20160621	2016/06/21	TABR	5
cell-65	20160624	2016/06/24	EPFU	3
cell-65	20160624	2016/06/24	LABO	18
cell-65	20160624	2016/06/24	LANO	2
cell-65	20160624	2016/06/24	Myotis	1
cell-65	20160624	2016/06/24	NOID	9
cell-65	20160624	2016/06/24	NYHU	10
cell-65	20160624	2016/06/24	PESU	4
cell-65	20160624	2016/06/24	TABR	6
cell-66	20160718	2016/07/18	EPFU	6
cell-66	20160718	2016/07/18	LABO	3
cell-66	20160718	2016/07/18	LANO	3
cell-66	20160718	2016/07/18	NOID	4
cell-66	20160718	2016/07/18	NYHU	4
cell-66	20160718	2016/07/18	PESU	6
cell-66	20160718	2016/07/18	TABR	2
cell-66	20160718	2016/07/18	foraging	1
cell-66	20160720	2016/07/20	EPFU	4
cell-66	20160720	2016/07/20	LABO	5
cell-66	20160720	2016/07/20	LANO	6
cell-66	20160720	2016/07/20	NOID	2
cell-66	20160720	2016/07/20	NYHU	3
cell-66	20160720	2016/07/20	PESU	5
cell-66	20160720	2016/07/20	TABR	4
cell-6	20160620	2016/06/20	EPFU	2
cell-6	20160620	2016/06/20	LABO	10
cell-6	20160620	2016/06/20	LACI	6
cell-6	20160620	2016/06/20	LANO	2
cell-6	20160620	2016/06/20	Myotis	2
cell-6	20160620	2016/06/20	NOID	3
cell-6	20160620	2016/06/20	NYHU	5
cell-6	20160620	2016/06/20	PESU	8
cell-6	20160623	2016/06/23	EPFU	9
cell-6	20160623	2016/06/23	LABO	8
cell-6	20160623	2016/06/23	LANO	5
cell-6	20160623	2016/06/23	NOID	4
cell-6	20160623	2016/06/23	NYHU	4
cell-6	20160623	2016/06/23	PESU	6
cell-6	20160623	2016/06/23	TABR	2
cell-7	20160531	2016/05/31	LABO	4
cell-7	20160531	2016/05/31	Myotis	1
cell-7	20160531	2016/05/31	NOID	3
cell-7	20160531	2016/05/31	NYHU	2
cell-7	20160531	2016/05/31	foraging	1
cell-7	20160601	2016/06/01	LABO	9
cell-7	20160601	2016/06/01	NOID	1
cell-7	20160601	2016/06/01	NYHU	3
cell-7	20160601	2016/06/01	TABR	2
cell-84	20160621	2016/06/21	EPFU	5
cell-84	20160621	2016/06/21	LABO	13
cell-84	20160621	2016/06/21	LACI	2
cell-84	20160621	2016/06/21	LANO	3
cell-84	20160621	2016/06/21	Myotis	2
cell-84	20160621	2016/06/21	NOID	7
cell-84	20160621	2016/06/21	NYHU	11
cell-84	20160621	2016/06/21	PESU	2
cell-84	20160621	2016/06/21	TABR	2
cell-84	20160622	2016/06/22	EPFU	4
cell-84	20160622	2016/06/22	LABO	7
cell-84	20160622	2016/06/22	LANO	2
cell-84	20160622	2016/06/22	Myotis	2
cell-84	20160622	2016/06/22	NOID	6
cell-84	20160622	2016/06/22	NYHU	6
cell-84	20160622	2016/06/22	TABR	2
cell-90	20160720	2016/07/20	EPFU	10
cell-90	20160720	2016/07/20	LABO	6
cell-90	20160720	2016/07/20	LACI	1
cell-90	20160720	2016/07/20	LANO	9
cell-90	20160720	2016/07/20	NOID	5
cell-90	20160720	2016/07/20	PESU	2
cell-90	20160720	2016/07/20	TABR	2
cell-90	20160720	2016/07/20	foraging	1
cell-90	20160720	2016/07/20	social	1
cell-94	20160702	2016/07/02	EPFU	5
cell-94	20160702	2016/07/02	LABO	17
cell-94	20160702	2016/07/02	LANO	1
cell-94	20160702	2016/07/02	NOID	17
cell-94	20160702	2016/07/02	NYHU	8
cell-94	20160702	2016/07/02	PESU	4
cell-94	20160703	2016/07/03	EPFU	1
cell-94	20160703	2016/07/03	LABO	26
cell-94	20160703	2016/07/03	Myotis	1
cell-94	20160703	2016/07/03	NOID	17
cell-94	20160703	2016/07/03	NYHU	12
cell-94	20160703	2016/07/03	PESU	6
