Filename,Time,Frequency,Pulse
S8072159.22#,0.822658,50314.46540879863,1
S8072159.22#,0.822737,49382.71604938409,1
S8072159.22#,0.822817,49079.7546012197,1
S8072159.22#,0.822899,48780.487804862285,1
S8072159.22#,0.82298,47904.19161675837,1
S8072159.22#,0.8230630000000001,47619.047619062934,1
S8072159.22#,0.8231470000000001,47058.8235294108,1
S8072159.22#,0.823231,46511.62790696025,1
S8072159.22#,0.8233170000000001,46242.774566479675,1
S8072159.22#,0.8234030000000001,45977.01149428023,1
S8072159.22#,0.82349,45714.28571430525,1
S8072159.22#,0.823577,45197.74011299876,1
S8072159.22#,0.823665,44943.820224716204,1
S8072159.22#,0.823754,44692.737430157555,1
S8072159.22#,0.823843,44444.44444442741,1
S8072159.22#,0.823933,44198.89502762755,1
S8072159.22#,0.8240230000000001,43956.04395606703,1
S8072159.22#,0.824114,43715.84699455147,1
S8072159.22#,0.824205,43243.24324324541,1
S8072159.22#,0.824297,43243.24324324541,1
S8072159.22#,0.82439,43243.24324324541,1
S8072159.22#,0.8244819999999999,42780.74866309057,1
S8072159.22#,0.824575,42553.19148934427,1
S8072159.22#,0.824669,42105.26315788953,1
S8072159.22#,0.824763,41884.816753939594,1
S8072159.22#,0.824859,41884.816753939594,1
S8072159.22#,0.824954,41775.74171030639,1
S8072159.22#,0.82505,41775.74171030639,1
S8072159.22#,0.825147,41666.66666667318,1
S8072159.22#,0.8252419999999999,40404.04040403398,1
S8072159.22#,0.8253389999999999,40000.0000000044,1
S8072159.22#,0.82544,40609.137055837,1
S8072159.22#,0.8255389999999999,40816.326530594546,1
S8072159.22#,0.825637,41025.64102562919,1
S8072159.22#,0.825735,40816.32653061766,1
S8072159.22#,0.825832,40609.137055837,1
S8072159.22#,0.825931,40609.137055837,1
S8072159.22#,0.826029,40201.005025135884,1
S8072159.22#,0.826128,40000.0000000044,1
S8072159.22#,0.826228,40201.005025135884,1
S8072159.22#,0.826328,39603.96039605441,1
S8072159.22#,0.8264269999999999,39215.68627451327,1
S8072159.22#,0.8265299999999999,39408.86699506142,1
S8072159.22#,0.8266309999999999,38834.951456303235,1
S8072159.22#,0.8267329999999999,38461.53846154106,1
S8072159.22#,0.8268369999999999,38834.951456303235,1
S8072159.22#,0.8269409999999999,39024.390243900394,1
S8072159.22#,0.827043,38647.34299517707,1
S8072159.22#,0.8271459999999999,38647.34299517707,1
S8072159.22#,0.8272499999999999,38647.34299517707,1
S8072159.22#,0.8273529999999999,38554.44072835906,1
S8072159.22#,0.8274569999999999,38461.53846154106,1
S8072159.22#,0.8275609999999999,38188.115202328016,1
S8072159.22#,0.8276649999999999,38188.115202328016,1
S8072159.22#,0.8277699999999999,37914.69194311498,1
S8072159.22#,0.827876,38277.51196171979,1
S8072159.22#,0.827981,37914.69194313493,1
S8072159.22#,0.828085,37383.177570104555,1
S8072159.22#,0.8281919999999999,37735.849056605555,1
S8072159.22#,0.8282989999999999,37558.685446006086,1
S8072159.22#,0.8284039999999999,37209.302325587414,1
S8072159.22#,0.8285119999999999,37735.849056605555,1
S8072159.22#,0.8286189999999999,37735.849056605555,1
S8072159.22#,0.8287239999999999,36866.359447000745,1
S8072159.22#,0.8288309999999999,37037.037037019036,1
S8072159.22#,0.8289409999999999,37914.69194311498,1
S8072159.22#,0.829047,37209.3023255682,1
S8072159.22#,0.829152,36363.636363618345,1
S8072159.22#,0.829262,37558.685446006086,1
S8072159.22#,0.8841600000000004,51948.05194805617,2
S8072159.22#,0.8842400000000004,51948.05194805617,2
S8072159.22#,0.8843140000000004,50955.41401275095,2
S8072159.22#,0.8843940000000003,51282.05128203649,2
S8072159.22#,0.8844710000000003,50632.91139237222,2
S8072159.22#,0.8845500000000004,50314.46540879863,2
S8072159.22#,0.8846290000000004,50000.00000001938,2
S8072159.22#,0.8847090000000004,50000.00000001938,2
S8072159.22#,0.8847890000000004,49844.720496909234,2
S8072159.22#,0.8848690000000003,49689.440993799086,2
S8072159.22#,0.8849500000000003,49382.71604938409,2
S8072159.22#,0.8850300000000003,49234.96439933068,2
S8072159.22#,0.8851120000000003,48780.487804862285,2
S8072159.22#,0.8851930000000003,48780.487804862285,2
S8072159.22#,0.8852760000000004,48780.487804862285,2
S8072159.22#,0.8853570000000004,48484.84848482446,2
S8072159.22#,0.8854400000000004,48486.629444599894,2
S8072159.22#,0.8855220000000005,48192.7710843375,2
S8072159.22#,0.8856040000000005,48192.7710843375,2
S8072159.22#,0.8856880000000005,47904.19161675837,2
S8072159.22#,0.8857700000000005,48048.48135054794,2
S8072159.22#,0.8858550000000005,47904.19161675837,2
S8072159.22#,0.8859380000000006,47904.19161675837,2
S8072159.22#,0.8860220000000005,47337.27810648486,2
S8072159.22#,0.8861050000000006,47058.8235294108,2
S8072159.22#,0.8861910000000006,47337.27810651596,2
S8072159.22#,0.8862750000000006,46783.62573098533,2
S8072159.22#,0.8863600000000006,46783.62573098533,2
S8072159.22#,0.8864460000000006,46783.62573098533,2
S8072159.22#,0.8865310000000006,46783.62573098533,2
S8072159.22#,0.8866170000000007,46242.774566479675,2
S8072159.22#,0.8867020000000007,45977.011494250895,2
S8072159.22#,0.8867900000000006,46511.62790696025,2
S8072159.22#,0.8868760000000007,46783.62573098533,2
S8072159.22#,0.9689060000000008,52631.57894739267,3
S8072159.22#,0.9689820000000008,52631.57894739267,3
S8072159.22#,0.9690580000000008,51948.05194805617,3
S8072159.22#,0.9691340000000007,50632.91139240779,3
S8072159.22#,0.9692120000000007,50314.46540879863,3
S8072159.22#,0.9692920000000007,49999.99999998469,3
S8072159.22#,0.9693710000000008,49999.99999998469,3
S8072159.22#,0.9694520000000008,49382.71604935025,3
S8072159.22#,0.9695310000000008,49079.7546012197,3
S8072159.22#,0.9696140000000009,48780.48780489531,3
S8072159.22#,0.9696940000000008,48192.7710843375,3
S8072159.22#,0.9697780000000008,48192.7710843375,3
S8072159.22#,0.9698600000000008,47904.19161675837,3
S8072159.22#,0.9699440000000008,47619.047619031466,3
S8072159.22#,0.9700270000000009,47058.8235294108,3
S8072159.22#,0.9701120000000009,47337.27810651596,3
S8072159.22#,0.9701970000000009,46783.62573101571,3
S8072159.22#,0.9702810000000008,46242.774566479675,3
S8072159.22#,0.9703680000000008,46242.774566479675,3
S8072159.22#,0.9704540000000008,46242.774566479675,3
S8072159.22#,0.9705410000000008,45848.660010518506,3
S8072159.22#,0.9706270000000008,45848.660010518506,3
S8072159.22#,0.9707150000000008,45454.545454557345,3
S8072159.22#,0.9708030000000007,45454.545454557345,3
S8072159.22#,0.9708910000000007,45199.18283963678,3
S8072159.22#,0.9709790000000007,45199.18283963678,3
S8072159.22#,0.9710680000000007,44943.820224716204,3
S8072159.22#,0.9711570000000007,44692.737430157555,3
S8072159.22#,0.9712460000000007,44444.44444442741,3
S8072159.22#,0.9713360000000008,44198.89502762755,3
S8072159.22#,0.9714260000000008,43956.04395606703,3
S8072159.22#,0.9715170000000007,44198.89502762755,3
S8072159.22#,0.9716080000000007,43956.043956040216,3
S8072159.22#,0.9716980000000007,43715.84699455147,3
S8072159.22#,0.9717900000000007,43956.04395606703,3
S8072159.22#,0.9718810000000007,43478.2608695742,3
S8072159.22#,0.9719720000000006,43478.2608695742,3
S8072159.22#,0.9720650000000006,43244.50677887087,3
S8072159.22#,0.9721560000000006,43244.50677887087,3
S8072159.22#,0.9722500000000006,43010.75268816754,3
S8072159.22#,0.9723420000000006,42780.74866309057,3
S8072159.22#,0.9724360000000006,43010.75268816754,3
S8072159.22#,0.9725290000000006,42780.74866309057,3
S8072159.22#,0.9726220000000007,42553.19148934427,3
S8072159.22#,0.9727160000000007,42780.74866309057,3
S8072159.22#,0.9728100000000007,42553.191489369405,3
S8072159.22#,0.9729030000000007,42328.042328043506,3
S8072159.22#,0.9729980000000007,42553.19148934427,3
S8072159.22#,0.9730920000000007,42328.042328043506,3
S8072159.22#,0.9731860000000008,42553.191489369405,3
S8072159.22#,0.9732810000000007,41666.66666667318,3
S8072159.22#,0.9733740000000007,41450.777202072815,3
S8072159.22#,0.9734730000000007,42553.19148934427,3
S8072159.22#,0.9735670000000007,41666.66666664909,3
S8072159.22#,0.9736610000000008,41237.11340205601,3
S8072159.22#,0.9737590000000008,42328.042328043506,3
S8072159.22#,0.9738550000000008,41666.66666667318,3
S8072159.22#,0.9739480000000008,41450.777202072815,3
S8072159.22#,0.9740470000000008,42328.042328043506,3
S8072159.22#,0.9741410000000008,41666.66666667318,3
S8072159.22#,0.9742360000000008,41450.777202072815,3
S8072159.22#,0.9743330000000008,41884.816753939594,3
S8072159.22#,0.9744290000000008,41666.66666667318,3
S8072159.22#,0.9745240000000007,41450.777202072815,3
S8072159.22#,0.9746210000000007,41666.66666667318,3
S8072159.22#,0.9747170000000007,41450.777202072815,3
S8072159.22#,0.9748130000000007,41450.777202072815,3
S8072159.22#,0.9749100000000007,41343.945302064414,3
S8072159.22#,0.9750060000000007,41237.11340205601,3
S8072159.22#,0.9751040000000007,41237.11340205601,3
S8072159.22#,0.9752000000000007,41026.71996632528,3
S8072159.22#,0.9752980000000008,40816.326530594546,3
S8072159.22#,0.9753960000000008,41025.64102562919,3
S8072159.22#,0.9754940000000009,41450.777202072815,3
S8072159.22#,1.0664820000000006,49079.754601253124,4
S8072159.22#,1.0665640000000005,48780.487804862285,4
S8072159.22#,1.0666450000000005,47904.19161675837,4
S8072159.22#,1.0667280000000006,47904.19161675837,4
S8072159.22#,1.0668120000000005,47481.507573084586,4
S8072159.22#,1.0668950000000006,47481.507573084586,4
S8072159.22#,1.0669810000000006,47058.8235294108,4
S8072159.22#,1.0670650000000006,46650.79904794524,4
S8072159.22#,1.0671510000000006,46650.79904794524,4
S8072159.22#,1.0672370000000007,46242.774566479675,4
S8072159.22#,1.0673240000000006,45848.66001048984,4
S8072159.22#,1.0674100000000006,45848.66001048984,4
S8072159.22#,1.0674980000000007,45454.545454499996,4
S8072159.22#,1.0675860000000008,45199.1828396081,4
S8072159.22#,1.067674000000001,45199.1828396081,4
S8072159.22#,1.067763000000001,44943.820224716204,4
S8072159.22#,1.067852000000001,44692.73743018527,4
S8072159.22#,1.067941000000001,44449.932090364804,4
S8072159.22#,1.0680310000000008,43956.043956013404,4
S8072159.22#,1.068122000000001,43956.043956013404,4
S8072159.22#,1.068213000000001,43956.043956013404,4
S8072159.22#,1.068304000000001,44444.44444442741,4
S8072159.22#,1.068395000000001,43956.04395606703,4
S8072159.22#,1.068484000000001,43243.24324327136,4
S8072159.22#,1.068577000000001,43715.84699452495,4
S8072159.22#,1.068669000000001,43010.75268816754,4
S8072159.22#,1.068760000000001,43243.24324327136,4
S8072159.22#,1.068855000000001,42780.74866311597,4
S8072159.22#,1.068945000000001,42780.74866311597,4
S8072159.22#,1.069042000000001,43956.04395606703,4
S8072159.22#,1.0691320000000009,42328.042328043506,4
S8072159.22#,1.0692240000000008,43243.24324321946,4
S8072159.22#,1.0702390000000008,42328.042328043506,5
S8072159.22#,1.0703330000000009,42216.65274295422,5
S8072159.22#,1.0704280000000008,42216.65274295422,5
S8072159.22#,1.070524000000001,42105.26315786493,5
S8072159.22#,1.070618000000001,41885.96491224496,5
S8072159.22#,1.070714000000001,41666.666666624995,5
S8072159.22#,1.0708100000000011,41666.666666624995,5
S8072159.22#,1.0709060000000012,41666.666666624995,5
S8072159.22#,1.0710020000000013,41450.777202048965,5
S8072159.22#,1.0710980000000014,41237.11340205601,5
S8072159.22#,1.0711950000000015,41450.777202048965,5
S8072159.22#,1.0712920000000015,41237.11340205601,5
S8072159.22#,1.0713880000000016,41025.64102565255,5
S8072159.22#,1.0714860000000015,41025.64102565255,5
S8072159.22#,1.0715830000000015,40816.326530640785,5
S8072159.22#,1.0716810000000014,41025.64102562919,5
S8072159.22#,1.0717790000000014,41025.64102560584,5
S8072159.22#,1.0718750000000015,41025.64102560584,5
S8072159.22#,1.0719740000000015,41025.64102560584,5
S8072159.22#,1.0720700000000016,40920.98377812331,5
S8072159.22#,1.0721690000000017,40920.98377812331,5
S8072159.22#,1.0722670000000016,40816.326530640785,5
S8072159.22#,1.0723650000000016,41025.64102565255,5
S8072159.22#,1.0724630000000015,40816.32653061766,5
S8072159.22#,1.0725600000000015,40816.326530594546,5
S8072159.22#,1.0726600000000015,40816.326530594546,5
S8072159.22#,1.0727560000000016,40404.040404056635,5
S8072159.22#,1.0728560000000016,41025.64102565255,5
S8072159.22#,1.0729540000000015,40816.326530594546,5
S8072159.22#,1.0730510000000015,40404.04040401132,5
S8072159.22#,1.0731500000000016,40609.137055837,5
S8072159.22#,1.1685450000000024,54421.768707438845,6
S8072159.22#,1.1686200000000024,54054.05405404054,6
S8072159.22#,1.1686920000000025,52980.13245032683,6
S8072159.22#,1.1687680000000025,52631.578947315786,6
S8072159.22#,1.1688430000000025,51948.05194798127,6
S8072159.22#,1.1689200000000026,51612.90322576408,6
S8072159.22#,1.1689970000000027,51282.05128203649,6
S8072159.22#,1.1690750000000028,50632.91139237222,6
S8072159.22#,1.1691530000000028,49999.99999994999,6
S8072159.22#,1.1692330000000029,49382.71604938409,6
S8072159.22#,1.169313000000003,49079.754601253124,6
S8072159.22#,1.1693950000000028,48484.84848485709,6
S8072159.22#,1.1694760000000028,47904.19161675837,6
S8072159.22#,1.1695600000000028,47904.19161675837,6
S8072159.22#,1.1696430000000029,47337.278106547055,6
S8072159.22#,1.1697270000000028,46783.62573101571,6
