Filename,Time,Frequency
S8072135.07#,0.000108,38095.2380952381
S8072135.07#,0.00021099999999999998,37383.17757009346
S8072135.07#,0.000318,37735.84905660377
S8072135.07#,0.000425,37383.17757009345
S8072135.07#,0.00053,37383.17757009346
S8072135.07#,0.000639,33195.02074688798
S8072135.07#,0.000744,32653.06122448981
S8072135.07#,0.0008799999999999999,32921.81069958849
S8072135.07#,0.0009889999999999999,33195.02074688798
S8072135.07#,0.0011229999999999999,37209.30232558141
S8072135.07#,0.0012299999999999998,37037.03703703703
S8072135.07#,0.0013379999999999998,36866.359447004616
S8072135.07#,0.0014459999999999998,36697.24770642204
S8072135.07#,0.0015549999999999997,36866.359447004616
S8072135.07#,0.0016639999999999997,36866.359447004616
S8072135.07#,0.0017719999999999997,36697.24770642204
S8072135.07#,0.0018809999999999996,36697.247706422
S8072135.07#,0.0019899999999999996,36697.247706421964
S8072135.07#,0.0020989999999999997,36697.247706421964
S8072135.07#,0.002208,36697.247706421964
S8072135.07#,0.002317,36697.247706421964
S8072135.07#,0.002426,36697.247706421964
S8072135.07#,0.0025350000000000004,36529.6803652968
S8072135.07#,0.0026440000000000005,36529.6803652968
S8072135.07#,0.0027540000000000004,36529.6803652968
S8072135.07#,0.0028630000000000005,36363.63636363641
S8072135.07#,0.0029730000000000004,36363.63636363641
S8072135.07#,0.0030830000000000002,36529.6803652968
S8072135.07#,0.003193,36363.63636363634
S8072135.07#,0.0033020000000000002,36036.03603603604
S8072135.07#,0.0034130000000000002,36199.09502262446
S8072135.07#,0.0035240000000000002,36529.6803652968
S8072135.07#,0.003634,36199.09502262439
S8072135.07#,0.0037430000000000002,36036.03603603597
S8072135.07#,0.0038550000000000004,36199.09502262439
S8072135.07#,0.003965000000000001,36199.09502262446
S8072135.07#,0.004076000000000001,36199.09502262446
S8072135.07#,0.0041860000000000005,36036.03603603604
S8072135.07#,0.0042970000000000005,36036.03603603604
S8072135.07#,0.0044080000000000005,36199.09502262446
S8072135.07#,0.0045190000000000004,36199.09502262446
S8072135.07#,0.004629,36036.03603603604
S8072135.07#,0.00474,36036.03603603604
S8072135.07#,0.004851,35874.43946188339
S8072135.07#,0.004962,35874.43946188339
S8072135.07#,0.005074,36036.03603603604
S8072135.07#,0.005185,35874.43946188339
S8072135.07#,0.005296,35874.43946188339
S8072135.07#,0.0054080000000000005,35874.43946188339
S8072135.07#,0.0055190000000000005,35714.285714285674
S8072135.07#,0.005631000000000001,35874.43946188339
S8072135.07#,0.005743000000000001,35874.43946188339
S8072135.07#,0.005854000000000001,35555.5555555555
S8072135.07#,0.005966000000000001,35242.29074889858
S8072135.07#,0.006079000000000001,35555.5555555555
S8072135.07#,0.0061930000000000015,35874.43946188339
S8072135.07#,0.0063040000000000014,35398.2300884955
S8072135.07#,0.0064160000000000016,35555.5555555555
S8072135.07#,0.006530000000000002,35398.230088495635
S8072135.07#,0.006641000000000002,35555.555555555635
S8072135.07#,0.006756000000000002,32520.325203252072
S8072135.07#,0.20488699999999999,39408.86699507759
S8072135.07#,0.20498699999999997,39024.390243905684
S8072135.07#,0.20508999999999997,39024.390243905684
S8072135.07#,0.20519199999999996,39024.390243905684
S8072135.07#,0.20529499999999995,39024.390243905684
S8072135.07#,0.20539699999999994,38461.53846154106
S8072135.07#,0.20549999999999993,38277.51196172487
S8072135.07#,0.20560499999999993,38647.342995171886
S8072135.07#,0.20570899999999992,38461.53846154106
S8072135.07#,0.2058119999999999,38095.238095240275
S8072135.07#,0.2059169999999999,38095.238095240275
S8072135.07#,0.2060219999999999,38095.238095240275
S8072135.07#,0.2061269999999999,37914.69194312995
S8072135.07#,0.2062319999999999,37914.69194312995
S8072135.07#,0.20633799999999988,38095.238095240275
S8072135.07#,0.20644299999999988,37735.849056605555
S8072135.07#,0.20654799999999987,37558.68544601098
S8072135.07#,0.20665499999999987,37558.68544601098
S8072135.07#,0.20676099999999986,37558.68544601098
S8072135.07#,0.20686799999999986,37558.68544601098
S8072135.07#,0.20697399999999985,37383.17757009486
S8072135.07#,0.20708099999999985,37209.30232558261
S8072135.07#,0.20718799999999984,37209.30232558261
S8072135.07#,0.20729599999999984,37209.30232558261
S8072135.07#,0.20740299999999984,37037.03703703807
S8072135.07#,0.20751099999999983,37037.03703703807
S8072135.07#,0.20761899999999983,36866.35944700546
S8072135.07#,0.20772699999999983,37037.03703703807
S8072135.07#,0.20783599999999983,37037.03703703807
S8072135.07#,0.20794299999999982,36697.2477064227
S8072135.07#,0.20805199999999982,36697.2477064227
S8072135.07#,0.20816099999999982,36697.2477064227
S8072135.07#,0.20826999999999982,36697.2477064227
S8072135.07#,0.20837899999999981,36697.2477064227
S8072135.07#,0.2084879999999998,36529.68036529731
S8072135.07#,0.2085969999999998,36363.636363636695
S8072135.07#,0.2087069999999998,36363.636363636695
S8072135.07#,0.2088169999999998,36363.636363636695
S8072135.07#,0.2089269999999998,36199.0950226246
S8072135.07#,0.2090369999999998,36199.0950226246
S8072135.07#,0.2091479999999998,36199.0950226246
S8072135.07#,0.2092579999999998,36199.0950226246
S8072135.07#,0.2093689999999998,36199.0950226246
S8072135.07#,0.2094789999999998,36036.03603603604
S8072135.07#,0.2095899999999998,36036.03603603604
S8072135.07#,0.2097009999999998,35874.43946188325
S8072135.07#,0.2098119999999998,35714.2857142854
S8072135.07#,0.2099239999999998,35714.2857142854
S8072135.07#,0.2100359999999998,35874.43946188325
S8072135.07#,0.2101479999999998,35874.43946188325
S8072135.07#,0.2102589999999998,35714.2857142854
S8072135.07#,0.2103709999999998,35714.2857142854
S8072135.07#,0.2104829999999998,35714.2857142854
S8072135.07#,0.2105949999999998,35714.2857142854
S8072135.07#,0.2107069999999998,35874.43946188325
S8072135.07#,0.2108189999999998,35714.2857142854
S8072135.07#,0.2109299999999998,35555.55555555508
S8072135.07#,0.21104299999999981,35555.55555555508
S8072135.07#,0.21115499999999982,35398.23008849495
S8072135.07#,0.21126799999999982,35555.55555555508
S8072135.07#,0.21138099999999982,35555.55555555508
S8072135.07#,0.21149299999999982,35242.2907488979
S8072135.07#,0.21160599999999982,35242.2907488979
S8072135.07#,0.21171999999999983,35242.2907488979
S8072135.07#,0.21183299999999983,35242.2907488979
S8072135.07#,0.21194699999999983,35087.719298244694
S8072135.07#,0.21205999999999983,34934.49781659282
S8072135.07#,0.21217499999999984,34934.49781659282
S8072135.07#,0.21228899999999984,34934.49781659282
S8072135.07#,0.21240399999999984,34782.60869565097
S8072135.07#,0.21251799999999985,34782.60869565097
S8072135.07#,0.21263399999999985,34782.60869565097
S8072135.07#,0.21274799999999985,34934.49781659282
S8072135.07#,0.21286399999999986,35087.719298244694
S8072135.07#,0.21297699999999986,35242.2907488979
S8072135.07#,0.21309199999999986,35398.23008849495
S8072135.07#,0.21320399999999987,34934.49781659282
S8072135.07#,0.21331799999999987,34632.03463203328
S8072135.07#,0.21343299999999987,34632.03463203328
S8072135.07#,0.21354899999999988,25723.472668809816
S8072135.07#,0.21366399999999988,26058.63192182396
S8072135.07#,0.21385999999999988,35242.2907488979
S8072135.07#,0.21397099999999988,19093.078758949756
S8072135.07#,0.4528039999999999,37383.177570085165
S8072135.07#,0.4529089999999999,37037.03703702855
S8072135.07#,0.4530179999999999,37383.177570085165
S8072135.07#,0.45312499999999994,37037.03703702855
S8072135.07#,0.45323199999999997,36697.24770641335
S8072135.07#,0.453341,36697.24770641335
S8072135.07#,0.45345,36697.24770641335
S8072135.07#,0.45355900000000005,36697.24770641335
S8072135.07#,0.45366800000000007,36697.24770641335
S8072135.07#,0.4537770000000001,36363.63636362752
S8072135.07#,0.4538860000000001,36363.63636362752
S8072135.07#,0.45399700000000015,36199.09502262006
S8072135.07#,0.4541060000000002,35874.439461878785
S8072135.07#,0.4542180000000002,36036.03603602703
S8072135.07#,0.4543290000000002,35874.439461878785
S8072135.07#,0.45444000000000023,35874.439461878785
S8072135.07#,0.45455200000000023,36036.03603602703
S8072135.07#,0.45466300000000026,35714.2857142854
S8072135.07#,0.4547740000000003,35242.29074890222
S8072135.07#,0.45488700000000026,35398.23008849495
S8072135.07#,0.45500100000000027,35398.23008849495
S8072135.07#,0.45511300000000027,35242.29074890222
S8072135.07#,0.45522700000000027,35398.230088503646
S8072135.07#,0.45534000000000024,35398.230088503646
S8072135.07#,0.4554530000000002,34782.608695659364
S8072135.07#,0.4555660000000002,31007.751937986843
S8072135.07#,0.45568300000000017,31007.751937986843
S8072135.07#,0.4558240000000002,34632.034632037445
S8072135.07#,0.45594100000000015,35087.719298244694
S8072135.07#,0.45605500000000015,35087.719298244694
S8072135.07#,0.45616900000000016,34632.034632037445
S8072135.07#,0.45628300000000016,34334.763948500324
S8072135.07#,0.45640000000000014,30418.250950568814
S8072135.07#,0.45651600000000014,30534.35114503998
S8072135.07#,0.45666300000000015,34482.758620696426
S8072135.07#,0.45677800000000013,29962.546816483697
S8072135.07#,0.4568950000000001,27118.644067797555
S8072135.07#,0.4570450000000001,30888.03088802979
S8072135.07#,0.4571900000000001,34482.758620688175
S8072135.07#,0.4573040000000001,33613.445378149
S8072135.07#,0.4574220000000001,34042.553191491505
S8072135.07#,0.4575420000000001,34334.763948500324
S8072135.07#,0.4576570000000001,34042.553191491505
S8072135.07#,0.4577750000000001,29962.546816483697
S8072135.07#,0.4578920000000001,26755.852842809927
S8072135.07#,0.45804200000000006,29962.54681647747
S8072135.07#,0.45819100000000007,33898.305084743755
S8072135.07#,0.4583090000000001,29520.295202949717
S8072135.07#,0.4584270000000001,29962.54681647747
S8072135.07#,0.4585800000000001,24844.72049689526
S8072135.07#,0.4586940000000001,24316.109422494752
S8072135.07#,0.4589020000000001,29629.629629630457
S8072135.07#,0.45902300000000007,29739.776951670738
S8072135.07#,0.4591720000000001,29520.295202949717
S8072135.07#,0.4592920000000001,29520.295202949717
S8072135.07#,0.4594430000000001,33755.2742616052
S8072135.07#,0.4595630000000001,26936.026936027687
S8072135.07#,0.4596800000000001,24096.38554216875
S8072135.07#,0.4598600000000001,21978.02197802346
S8072135.07#,0.4600120000000001,22038.567493112812
S8072135.07#,0.4602240000000001,19093.078758949756
S8072135.07#,0.4603750000000001,17817.371937640102
S8072135.07#,0.4606430000000001,9779.951100244672
S8072135.07#,0.619785,42553.19148934427
S8072135.07#,0.6198790000000001,42328.042328043506
S8072135.07#,0.6199730000000001,41884.816753939594
S8072135.07#,0.6200680000000001,41884.816753939594
S8072135.07#,0.620164,42328.042328043506
S8072135.07#,0.620259,41884.81675391525
S8072135.07#,0.620353,41237.11340205601
S8072135.07#,0.6204500000000001,41237.11340205601
S8072135.07#,0.6205470000000001,41237.11340205601
S8072135.07#,0.6206440000000001,41666.66666667318
S8072135.07#,0.6207410000000001,41666.66666667318
S8072135.07#,0.620836,41237.11340205601
S8072135.07#,0.6209330000000001,41237.11340205601
S8072135.07#,0.6210300000000001,41237.11340205601
S8072135.07#,0.6211270000000001,41025.64102562919
S8072135.07#,0.6212240000000001,41025.64102562919
S8072135.07#,0.6213220000000002,41025.64102562919
S8072135.07#,0.6214190000000002,40816.326530594546
S8072135.07#,0.6215170000000002,40816.326530594546
S8072135.07#,0.6216150000000003,40609.137055837
S8072135.07#,0.6217130000000003,40816.32653061766
S8072135.07#,0.6218120000000003,40816.32653061766
S8072135.07#,0.6219090000000003,40201.005025135884
S8072135.07#,0.6220080000000002,40404.04040403398
S8072135.07#,0.6221080000000002,40816.326530594546
S8072135.07#,0.6222060000000003,40404.04040403398
S8072135.07#,0.6223040000000003,40201.005025135884
S8072135.07#,0.6224040000000003,40201.005025135884
S8072135.07#,0.6225030000000003,40404.04040403398
S8072135.07#,0.6226030000000002,40404.04040403398
S8072135.07#,0.6227010000000003,40201.005025135884
S8072135.07#,0.6228010000000003,39800.99502487429
S8072135.07#,0.6229000000000002,39800.99502487429
S8072135.07#,0.6230020000000003,40404.040404056635
S8072135.07#,0.6231010000000002,39800.99502487429
S8072135.07#,0.6232000000000002,39408.86699506142
S8072135.07#,0.6233020000000002,39800.99502487429
S8072135.07#,0.6234030000000003,40000.0000000044
S8072135.07#,0.6235030000000003,39800.99502487429
S8072135.07#,0.6236030000000002,39603.96039603265
S8072135.07#,0.6237040000000003,40000.0000000044
S8072135.07#,0.6238050000000003,39800.99502487429
S8072135.07#,0.6239040000000002,39408.86699506142
S8072135.07#,0.6240060000000003,39603.96039603265
S8072135.07#,0.6241070000000003,39408.86699506142
S8072135.07#,0.6242080000000003,39408.86699506142
S8072135.07#,0.6243100000000004,39603.96039603265
S8072135.07#,0.6244110000000004,39408.86699506142
S8072135.07#,0.6245120000000004,39215.68627449193
S8072135.07#,0.6246140000000004,39408.86699506142
S8072135.07#,0.6247160000000005,39408.86699506142
S8072135.07#,0.6248170000000005,39215.68627449193
S8072135.07#,0.6249190000000006,39215.68627449193
S8072135.07#,0.6250210000000006,39215.68627449193
S8072135.07#,0.6251230000000007,39215.68627449193
S8072135.07#,0.6252250000000007,39215.68627449193
S8072135.07#,0.6253270000000007,39024.390243900394
S8072135.07#,0.6254290000000008,39024.390243900394
S8072135.07#,0.6255320000000008,39215.68627449193
S8072135.07#,0.6256340000000008,39024.390243900394
S8072135.07#,0.6257360000000008,38647.34299517707
S8072135.07#,0.6258390000000008,38834.951456303235
S8072135.07#,0.6259430000000008,39024.390243900394
S8072135.07#,0.6260450000000009,38834.95145632417
S8072135.07#,0.6261480000000008,38834.95145632417
S8072135.07#,0.6262510000000008,38647.34299517707
S8072135.07#,0.6263540000000007,31007.751937986843
S8072135.07#,0.6264580000000007,28169.014084511906
S8072135.07#,0.6266120000000007,25806.451612909765
S8072135.07#,0.6267420000000007,18433.179723505087
S8072135.07#,0.7793820000000007,17621.14537445111
S8072135.07#,0.7796060000000007,13698.630136988228
